"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"Notification","NotificationService","updateReadAll","POST /notification/notificationHistory/update/readAll","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Notification","NotificationService","countUnread","GET /notification/notificationHistory/count","","","","","",""
"NotificationTemplate","NotificationTemplateService","list","GET `${urlsApi.notificationTemplate.list}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"NotificationTemplate","NotificationTemplateService","update","POST urlsApi.notificationTemplate.update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"NotificationTemplate","NotificationTemplateService","detail","GET `${urlsApi.notificationTemplate.detail}?id=${id}`","","","Query DTO: id required.","","",""
"NotificationTemplate","NotificationTemplateService","delete","DELETE `${urlsApi.notificationTemplate.delete}?id=${id}`","","","","","",""
"NotificationTemplate","NotificationTemplateService","updateSettingNotify","POST urlsApi.notificationTemplate.updateSettingNotify","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"NotificationTemplate","NotificationTemplateService","detailSettingNotify","GET `${urlsApi.notificationTemplate.detailSettingNotify}`","","","Query DTO: id required.","","",""
"ObjectAttribute","ObjectAttributeService","list","GET /bpmapi/objectAttribute/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ObjectAttribute","ObjectAttributeService","update","POST /bpmapi/objectAttribute/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectAttribute","ObjectAttributeService","delete","DELETE /bpmapi/objectAttribute/delete","","","","","",""
"ObjectAttribute","ObjectAttributeService","detail","GET /bpmapi/objectAttribute/get","","","Query DTO: id required.","","",""
"ObjectAttribute","ObjectAttributeService","detail","GET /bpmapi/objectAttribute/listAll","","","Query DTO: id required.","","",""
"ObjectAttribute","ObjectAttributeService","listAll","GET /bpmapi/objectAttribute/listAll","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","",""
"ObjectAttribute","ObjectAttributeService","listAll","GET /bpmapi/objectAttribute/listAll","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","",""
"ObjectAttribute","ObjectAttributeService","checkDuplicated","GET /bpmapi/objectAttribute/checkDuplicated","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectAttribute","ObjectAttributeService","updatePosition","POST /bpmapi/objectAttribute/update/position","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectExtraInfo","ObjectExtraInfoService","list","GET /adminapi/objectExtraInfo/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","",""
"ObjectFeature","ObjectFeatureService","list","GET /adminapi/objectFeature/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ObjectFeature","ObjectFeatureService","update","POST /adminapi/objectFeature/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectFeature","ObjectFeatureService","detail","GET /adminapi/objectFeature/detail","","","Query DTO: id required.","","",""
"ObjectFeature","ObjectFeatureService","delete","DELETE /adminapi/objectFeature/delete","","","","","",""
"ObjectGroup","ObjectGroupService","list","GET /bpmapi/objectGroup/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ObjectGroup","ObjectGroupService","update","POST /bpmapi/objectGroup/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectGroup","ObjectGroupService","updateConfig","POST /bpmapi/objectGroup/update/config","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ObjectGroup","ObjectGroupService","detail","GET /bpmapi/objectGroup/get","","","Query DTO: id required.","","",""
"ObjectGroup","ObjectGroupService","detailByType","GET /bpmapi/objectGroup/get","","","Query DTO: id required.","","",""
"ObjectGroup","ObjectGroupService","delete","DELETE /bpmapi/objectGroup/delete","","","","","",""
"OperationProject","OperationProjectService","list","GET /project/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"OperationProject","OperationProjectService","update","POST /project/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"OperationProject","OperationProjectService","detail","GET /project/get","","","Query DTO: id required.","","",""
"OperationProject","OperationProjectService","delete","DELETE /project/delete","","","","","",""
"Order","OrderService","list","GET /adminapi/order/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Order","OrderService","detail","GET /adminapi/order/get","","","Query DTO: id required.","","",""
"Order","OrderService","create","POST /adminapi/order/update","Body DTO: id optional for create, id required for update, business fields from form state.","","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Order","OrderService","update","POST /adminapi/order/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Order","OrderService","delete","DELETE /adminapi/order/delete","","","","","",""
"Package","PackageService","lst","GET /api/package/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
